state_name,industry_name,YEAR,total_workers,median_wage,mean_wage,total_wage_bill
Michigan,"Arts, Entertainment, and Recreation",2010,675,13800,21056.977777777778,14213460
Michigan,"Arts, Entertainment, and Recreation",2011,662,15000,21549.25981873112,14265610
Michigan,"Arts, Entertainment, and Recreation",2012,729,15000,21945.56927297668,15998320
Michigan,"Arts, Entertainment, and Recreation",2013,664,16000,21123.01204819277,14025680
Michigan,"Arts, Entertainment, and Recreation",2014,657,13500,19392.21308980213,12740684
Michigan,"Arts, Entertainment, and Recreation",2015,674,14000,21344.569732937685,14386240
Michigan,"Arts, Entertainment, and Recreation",2016,684,15000,22547.236842105263,15422310
Michigan,"Arts, Entertainment, and Recreation",2017,750,18000,26114.4,19585800
Michigan,"Arts, Entertainment, and Recreation",2018,899,13900,24366.195773081203,21905210
Michigan,"Arts, Entertainment, and Recreation",2019,894,16200,28018.80313199105,25048810
Michigan,"Arts, Entertainment, and Recreation",2020,720,16000,26085.75,18781740
Michigan,"Arts, Entertainment, and Recreation",2021,745,15000,26761.771812080537,19937520
Michigan,"Arts, Entertainment, and Recreation",2022,912,16400,27724.802631578947,25285020
Michigan,Construction,2007,2703,30000,34563.7846836848,93425910
Michigan,Construction,2008,2376,30000,34539.01936026936,82064710
Michigan,Construction,2009,2128,30000,34738.740601503756,73924040
Michigan,Construction,2010,2058,30000,33701.03012633625,69356720
Michigan,Construction,2011,1958,30000,34530.90909090909,67611520
Michigan,Construction,2012,2140,30000,34817.21028037383,74508830
Michigan,Construction,2013,2109,30000,35739.47083926031,75374544
Michigan,Construction,2014,2181,32000,38337.52132049519,83614134
Michigan,Construction,2015,2340,32000,39362.743589743586,92108820
Michigan,Construction,2016,2460,35000,39808.5162601626,97928950
Michigan,Construction,2017,2443,35000,40122.56651657798,98019430
Michigan,Construction,2018,2543,36000,43432.97679905623,110450060
Michigan,Construction,2019,2728,38000,46495.8137829912,126840580
Michigan,Construction,2020,2557,38000,44948.43566679703,114933150
Michigan,Construction,2021,2613,39000,45006.054343666285,117600820
Michigan,Construction,2022,2862,42000,48852.18029350105,139814940
Michigan,Educational Services,2007,4116,34350,38262.11613216715,157486870
Michigan,Educational Services,2008,4250,33050,37519.78352941176,159459080
Michigan,Educational Services,2009,4174,35000,39081.152371825585,163124730
Michigan,Educational Services,2010,4159,35000,40723.73407069007,169370010
Michigan,Educational Services,2011,3993,32000,38500.944152266464,153734270
Michigan,Educational Services,2012,3857,33400,37895.60539279233,146163350
Michigan,Educational Services,2013,4053,33000,39854.031581544536,161528390
Michigan,Educational Services,2014,3991,35000,40793.82610874467,162808160
Michigan,Educational Services,2015,4005,35000,40162.634207240946,160851350
Michigan,Educational Services,2016,3859,36000,42363.03187354237,163478940
Michigan,Educational Services,2017,3995,35000,42155.94993742178,168413020
Michigan,Educational Services,2018,4034,36000,43200.33217649975,174270140
Michigan,Educational Services,2019,4170,35000,43391.103117506,180940900
Michigan,Educational Services,2020,4245,39700,45273.01766784452,192183960
Michigan,Educational Services,2021,3953,42000,47931.84416898558,189474580
Michigan,Educational Services,2022,4168,40000,46382.07293666027,193320480
Michigan,Finance and Insurance,2007,1725,35000,49587.54202898551,85538510
Michigan,Finance and Insurance,2008,1725,36800,50401.24637681159,86942150
Michigan,Finance and Insurance,2009,1614,37000,50576.697645600994,81630790
Michigan,Finance and Insurance,2010,1644,40000,52188.33941605839,85797630
Michigan,Finance and Insurance,2011,1486,40000,54953.89636608345,81661490
Michigan,Finance and Insurance,2012,1571,40000,55728.45957988542,87549410
Michigan,Finance and Insurance,2013,1701,40000,56127.26043503821,95472470
Michigan,Finance and Insurance,2014,1636,42000,59252.42909535452,96936974
Michigan,Finance and Insurance,2015,1587,44000,62895.52614996849,99815200
Michigan,Finance and Insurance,2016,1727,44000,65225.65141864505,112644700
Michigan,Finance and Insurance,2017,1730,47000,67522.54335260116,116814000
Michigan,Finance and Insurance,2018,1651,50000,67070.18776499091,110732880
Michigan,Finance and Insurance,2019,1785,50000,69812.14565826331,124614680
Michigan,Finance and Insurance,2020,1846,51500,73134.73456121344,135006720
Michigan,Finance and Insurance,2021,1958,55000,77166.1746680286,151091370
Michigan,Finance and Insurance,2022,1917,56000,80655.08607198748,154615800
Michigan,Health Care and Social Assistance,2007,5991,26000,38339.36070772826,229691110
Michigan,Health Care and Social Assistance,2008,6137,28300,39901.44109499756,244875144
Michigan,Health Care and Social Assistance,2009,6077,28000,39501.153529702155,240048510
Michigan,Health Care and Social Assistance,2010,6165,29000,40885.75506893755,252060680
Michigan,Health Care and Social Assistance,2011,6223,28600,41028.37216776474,255319560
Michigan,Health Care and Social Assistance,2012,6250,29000,40547.8288,253423930
Michigan,Health Care and Social Assistance,2013,6364,30000,42287.489000628535,269117580
Michigan,Health Care and Social Assistance,2014,6360,30000,42490.3679245283,270238740
Michigan,Health Care and Social Assistance,2015,6306,30000,44610.81192515065,281315780
Michigan,Health Care and Social Assistance,2016,6551,30000,46304.68630743398,303342000
Michigan,Health Care and Social Assistance,2017,6658,32000,49351.23760889156,328580540
Michigan,Health Care and Social Assistance,2018,6562,33000,48906.30905211825,320923200
Michigan,Health Care and Social Assistance,2019,6629,35000,49106.96485141047,325530070
Michigan,Health Care and Social Assistance,2020,6335,35000,50681.81057616417,321069270
Michigan,Health Care and Social Assistance,2021,6145,40000,54255.54759967453,333400340
Michigan,Health Care and Social Assistance,2022,6472,40000,56930.07107540173,368451420
Michigan,Information,2007,809,35000,41614.69715698393,33666290
Michigan,Information,2008,803,34000,42105.08094645081,33810380
Michigan,Information,2009,745,37000,44809.906040268455,33383380
Michigan,Information,2010,612,35000,42744.771241830065,26159800
Michigan,Information,2011,662,35000,41289.38066465257,27333570
Michigan,Information,2012,616,36000,41113.23051948052,25325750
Michigan,Information,2013,664,35500,46585.81325301205,30932980
Michigan,Information,2014,668,36850,47126.09281437126,31480230
Michigan,Information,2015,668,37650,47946.60179640719,32028330
Michigan,Information,2016,650,39000,48315,31404750
Michigan,Information,2017,601,36400,47446.40599001664,28515290
Michigan,Information,2018,556,42000,54606.15107913669,30361020
Michigan,Information,2019,572,38900,49848.74125874126,28513480
Michigan,Information,2020,553,44000,57257.84810126582,31663590
Michigan,Information,2021,476,41850,62122.752100840335,29570430
Michigan,Information,2022,545,42000,57780.366972477066,31490300
Michigan,Management of Companies and Enterprises,2007,54,56500,73572.22222222222,3972900
Michigan,Management of Companies and Enterprises,2008,33,40000,61996.969696969696,2045900
Michigan,Management of Companies and Enterprises,2009,22,49200,80609.09090909091,1773400
Michigan,Management of Companies and Enterprises,2010,27,45000,64836.2962962963,1750580
Michigan,Management of Companies and Enterprises,2011,23,72000,106369.56521739131,2446500
Michigan,Management of Companies and Enterprises,2012,22,43500,82486.36363636363,1814700
Michigan,Management of Companies and Enterprises,2013,24,63500,98920.83333333333,2374100
Michigan,Management of Companies and Enterprises,2014,37,50000,74681.08108108108,2763200
Michigan,Management of Companies and Enterprises,2015,25,62000,71828,1795700
Michigan,Management of Companies and Enterprises,2016,45,54000,83553.33333333333,3759900
Michigan,Management of Companies and Enterprises,2017,56,57000,92791.07142857143,5196300
Michigan,Management of Companies and Enterprises,2018,71,65000,81469.01408450704,5784300
Michigan,Management of Companies and Enterprises,2019,70,52000,64647.142857142855,4525300
Michigan,Management of Companies and Enterprises,2020,68,71000,92332.35294117648,6278600
Michigan,Management of Companies and Enterprises,2021,57,75000,77207.01754385965,4400800
Michigan,Management of Companies and Enterprises,2022,46,72500,97821.73913043478,4499800
Michigan,Manufacturing,2007,8466,43000,52615.548074651546,445443230
Michigan,Manufacturing,2008,8268,43000,54203.76632801161,448156740
Michigan,Manufacturing,2009,6885,45000,54000.082788671025,371790570
Michigan,Manufacturing,2010,6836,40000,50609.58806319485,345967144
Michigan,Manufacturing,2011,6979,42000,52236.106892104886,364555790
Michigan,Manufacturing,2012,7117,43000,54533.35815652663,388113910
Michigan,Manufacturing,2013,7667,43800,55316.740576496675,424113450
Michigan,Manufacturing,2014,7611,45000,56215.17671790829,427853710
Michigan,Manufacturing,2015,7739,46000,58780.704225352114,454903870
Michigan,Manufacturing,2016,8249,46100,60672.85367923385,500490370
Michigan,Manufacturing,2017,8489,49000,61957.725291553776,525959130
Michigan,Manufacturing,2018,8524,50000,64552.09174096668,550242030
Michigan,Manufacturing,2019,8537,50000,65150.139393229474,556186740
Michigan,Manufacturing,2020,7901,55000,69810.434122263,551572240
Michigan,Manufacturing,2021,7811,52000,67095.98258865702,524086720
Michigan,Manufacturing,2022,8102,55000,70980.63811404591,575085130
Michigan,Military,2007,47,40000,48087.234042553195,2260100
Michigan,Military,2008,51,36000,36807.25490196078,1877170
Michigan,Military,2009,71,40000,43474.64788732395,3086700
Michigan,Military,2010,36,50000,50836.11111111111,1830100
Michigan,Military,2011,37,42000,40375.67567567567,1493900
Michigan,Military,2012,30,30000,40606.666666666664,1218200
Michigan,Military,2013,49,45000,49012.244897959186,2401600
Michigan,Military,2014,32,49000,51031.25,1633000
Michigan,Military,2015,42,45500,57878.57142857143,2430900
Michigan,Military,2016,44,41500,50584.09090909091,2225700
Michigan,Military,2017,38,50000,54763.15789473684,2081000
Michigan,Military,2018,42,53500,65254.76190476191,2740700
Michigan,Military,2019,42,54000,54823.80952380953,2302600
Michigan,Military,2020,51,52000,59588.23529411765,3039000
Michigan,Military,2021,47,47000,49331.914893617024,2318600
Michigan,Military,2022,55,60000,61716.36363636364,3394400
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2007,114,44500,54013.59649122807,6157550
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2008,102,45750,48499.01960784314,4946900
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2009,108,44900,47827.77777777778,5165400
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2010,118,43000,46111.86440677966,5441200
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2011,113,46000,53777.87610619469,6076900
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2012,105,47000,66670.47619047618,7000400
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2013,74,65000,67209.45945945945,4973500
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2014,113,50000,55424.77876106195,6263000
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2015,104,55000,62955.769230769234,6547400
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2016,93,56000,62313.978494623654,5795200
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2017,88,55000,58343.97727272727,5134270
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2018,97,59000,64939.69072164949,6299150
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2019,83,60000,64767.469879518074,5375700
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2020,61,58000,59211.475409836065,3611900
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2021,76,60000,67288.15789473684,5113900
Michigan,"Mining, Quarrying, and Oil and Gas Extraction",2022,84,60000,61852.380952380954,5195600
Michigan,"Other Services, Except Public Administration",2007,2110,14850,21450.44075829384,45260430
Michigan,"Other Services, Except Public Administration",2008,2178,15000,22483.08080808081,48968150
Michigan,"Other Services, Except Public Administration",2009,2069,15000,22889.84726921218,47359094
Michigan,"Other Services, Except Public Administration",2010,2047,15300,24431.084513922815,50010430
Michigan,"Other Services, Except Public Administration",2011,2008,15000,21669.048804780876,43511450
Michigan,"Other Services, Except Public Administration",2012,1988,14800,22541.841046277666,44813180
Michigan,"Other Services, Except Public Administration",2013,2055,15600,24080.695863746958,49485830
Michigan,"Other Services, Except Public Administration",2014,1989,17000,25168.46153846154,50060070
Michigan,"Other Services, Except Public Administration",2015,2004,16000,25638.29341317365,51379140
Michigan,"Other Services, Except Public Administration",2016,2100,20000,27554.157142857144,57863730
Michigan,"Other Services, Except Public Administration",2017,2111,20000,26482.85172903837,55905300
Michigan,"Other Services, Except Public Administration",2018,2168,20000,28398.88376383764,61568780
Michigan,"Other Services, Except Public Administration",2019,2155,21000,29739.823665893273,64089320
Michigan,"Other Services, Except Public Administration",2020,1946,22000,31220.894141829394,60755860
Michigan,"Other Services, Except Public Administration",2021,1948,25000,30349.614989733058,59121050
Michigan,"Other Services, Except Public Administration",2022,2102,26000,33127.51189343482,69634030
Michigan,"Professional, Scientific, and Technical Services",2007,2195,41200,56082.687927107065,123101500
Michigan,"Professional, Scientific, and Technical Services",2008,2228,43000,57781.714542190304,128737660
Michigan,"Professional, Scientific, and Technical Services",2009,2138,45000,60089.71468662301,128471810
Michigan,"Professional, Scientific, and Technical Services",2010,2015,43000,56388.47146401985,113622770
Michigan,"Professional, Scientific, and Technical Services",2011,2099,40000,56295.47403525488,118164200
Michigan,"Professional, Scientific, and Technical Services",2012,2164,44750,59328.451940850275,128386770
Michigan,"Professional, Scientific, and Technical Services",2013,2253,45000,60649.902352419,136644230
Michigan,"Professional, Scientific, and Technical Services",2014,2253,45000,60961.69551708833,137346700
Michigan,"Professional, Scientific, and Technical Services",2015,2287,45000,60917.813729777,139319040
Michigan,"Professional, Scientific, and Technical Services",2016,2304,48000,64860.26909722222,149438060
Michigan,"Professional, Scientific, and Technical Services",2017,2521,50000,66250.47203490678,167017440
Michigan,"Professional, Scientific, and Technical Services",2018,2560,50000,68702.62265625,175878714
Michigan,"Professional, Scientific, and Technical Services",2019,2556,55000,75333.0985915493,192551400
Michigan,"Professional, Scientific, and Technical Services",2020,2695,57000,74771.27272727272,201508580
Michigan,"Professional, Scientific, and Technical Services",2021,2672,59000,74200.55389221557,198263880
Michigan,"Professional, Scientific, and Technical Services",2022,2824,65000,81913.5835694051,231323960
Michigan,Public Administration,2007,1660,46000,46926.427710843374,77897870
Michigan,Public Administration,2008,1765,47000,48453.388101983,85520230
Michigan,Public Administration,2009,1884,48150,49017.7016985138,92349350
Michigan,Public Administration,2010,1776,49100,49033.09121621621,87082770
Michigan,Public Administration,2011,1615,47000,48621.65325077399,78523970
Michigan,Public Administration,2012,1696,48000,50408.09551886792,85492130
Michigan,Public Administration,2013,1675,46000,49538.8776119403,82977620
Michigan,Public Administration,2014,1642,49000,50329.81120584653,82641550
Michigan,Public Administration,2015,1588,50000,51305.95717884131,81473860
Michigan,Public Administration,2016,1588,50000,53551.668765743074,85040050
Michigan,Public Administration,2017,1625,50000,53588.64615384615,87081550
Michigan,Public Administration,2018,1704,52000,55214.677230046946,94085810
Michigan,Public Administration,2019,1675,53000,57205.15223880597,95818630
Michigan,Public Administration,2020,1683,54000,57855.17528223411,97370260
Michigan,Public Administration,2021,1707,55000,58963.227885178676,100650230
Michigan,Public Administration,2022,1820,59000,62173.93406593407,113156560
Michigan,Real Estate and Rental and Leasing,2007,141,27700,31777.304964539006,4480600
Michigan,Real Estate and Rental and Leasing,2008,117,25000,34166.581196581195,3997490
Michigan,Real Estate and Rental and Leasing,2009,105,27000,33673.142857142855,3535680
Michigan,Real Estate and Rental and Leasing,2010,86,30000,32373.95348837209,2784160
Michigan,Real Estate and Rental and Leasing,2011,84,23700,29425.238095238095,2471720
Michigan,Real Estate and Rental and Leasing,2012,96,24500,30276.041666666668,2906500
Michigan,Real Estate and Rental and Leasing,2013,90,23600,28105.777777777777,2529520
Michigan,Real Estate and Rental and Leasing,2014,87,20000,36507.471264367814,3176150
Michigan,Real Estate and Rental and Leasing,2015,87,29000,44298.0459770115,3853930
Michigan,Real Estate and Rental and Leasing,2016,121,24000,36000,4356000
Michigan,Real Estate and Rental and Leasing,2017,87,30000,38966.666666666664,3390100
Michigan,Real Estate and Rental and Leasing,2018,661,30000,46484.56883509833,30726300
Michigan,Real Estate and Rental and Leasing,2019,699,30000,45871.6452074392,32064280
Michigan,Real Estate and Rental and Leasing,2020,609,34000,45775.59934318555,27877340
Michigan,Real Estate and Rental and Leasing,2021,596,30000,46016.593959731545,27425890
Michigan,Real Estate and Rental and Leasing,2022,633,35500,52889.62085308057,33479130
Michigan,Retail Trade,2007,5014,17500,24887.325488631832,124785050
Michigan,Retail Trade,2008,5169,17000,24530.537821628943,126798350
Michigan,Retail Trade,2009,4960,18000,24952.600806451614,123764900
Michigan,Retail Trade,2010,4650,17000,24787.81376344086,115263334
Michigan,Retail Trade,2011,4742,16800,25824.514972585406,122459850
Michigan,Retail Trade,2012,4706,17100,26171.55121121972,123163320
Michigan,Retail Trade,2013,4797,17000,25312.126328955597,121422270
Michigan,Retail Trade,2014,4729,18700,26939.143582152676,127395210
Michigan,Retail Trade,2015,4816,18000,27761.08803986711,133697400
Michigan,Retail Trade,2016,4683,19700,29591.85351270553,138578650
Michigan,Retail Trade,2017,4740,20000,30098.400843881856,142666420
Michigan,Retail Trade,2018,4704,20800,29899.353741496598,140646560
Michigan,Retail Trade,2019,4719,22000,32296.88493324857,152409000
Michigan,Retail Trade,2020,4517,23000,32141.000664157626,145180900
Michigan,Retail Trade,2021,4749,24000,33801.39187197305,160522810
Michigan,Retail Trade,2022,4836,25000,36095.39909015715,174557350
Michigan,Transportation and Warehousing,2007,1583,37000,38607.88376500316,61116280
Michigan,Transportation and Warehousing,2008,1636,37850,40212.48777506113,65787630
Michigan,Transportation and Warehousing,2009,1413,37000,39503.609341825904,55818600
Michigan,Transportation and Warehousing,2010,1382,38000,38960.48480463097,53843390
Michigan,Transportation and Warehousing,2011,1399,36000,38219.31379556826,53468820
Michigan,Transportation and Warehousing,2012,1393,35000,39343.39554917444,54805350
Michigan,Transportation and Warehousing,2013,1383,37000,40899.537237888646,56564060
Michigan,Transportation and Warehousing,2014,1436,38000,42981.29526462396,61721140
Michigan,Transportation and Warehousing,2015,1503,40000,45113.087159015304,67804970
Michigan,Transportation and Warehousing,2016,1505,40000,45596.32558139535,68622470
Michigan,Transportation and Warehousing,2017,1530,40000,45838.816993464054,70133390
Michigan,Transportation and Warehousing,2018,1603,40000,46795.80786026201,75013680
Michigan,Transportation and Warehousing,2019,1589,40000,46025.05978602895,73133820
Michigan,Transportation and Warehousing,2020,1542,40000,46077.04928664073,71050810
Michigan,Transportation and Warehousing,2021,1559,40000,46672.8992944195,72763050
Michigan,Transportation and Warehousing,2022,1778,41000,48475.35095613048,86189174
Michigan,Unknown,2007,696,20000,30320.22988505747,21102880
Michigan,Unknown,2008,768,20000,30658.255208333332,23545540
Michigan,Unknown,2009,644,17150,29043.58695652174,18704070
Michigan,Unknown,2010,655,19000,30203.74045801527,19783450
Michigan,Unknown,2011,617,17100,27577.050243111833,17015040
Michigan,Unknown,2012,647,19000,27492.132921174652,17787410
Michigan,Unknown,2013,676,21050,33345.887573964494,22541820
Michigan,Unknown,2014,700,20600,33598.02857142857,23518620
Michigan,Unknown,2015,709,21400,37292.397743300426,26440310
Michigan,Unknown,2016,729,22900,38523.77777777778,28083834
Michigan,Unknown,2017,750,25000,39177.17333333333,29382880
Michigan,Utilities,2007,382,56500,65086.910994764396,24863200
Michigan,Utilities,2008,390,60000,64913.07692307692,25316100
Michigan,Utilities,2009,346,60000,63636.705202312136,22018300
Michigan,Utilities,2010,364,60000,65025.54945054945,23669300
Michigan,Utilities,2011,338,60000,65232.54437869822,22048600
Michigan,Utilities,2012,360,65000,71275.52777777778,25659190
Michigan,Utilities,2013,384,65000,73022.5,28040640
Michigan,Utilities,2014,349,65000,72857.87965616045,25427400
Michigan,Utilities,2015,370,73000,79728.64864864865,29499600
Michigan,Utilities,2016,400,70000,78480.85,31392340
Michigan,Utilities,2017,369,70000,79811.38211382114,29450400
Michigan,Utilities,2018,425,78000,82466.82352941176,35048400
Michigan,Utilities,2019,399,78000,90400.6015037594,36069840
Michigan,Utilities,2020,396,82500,91120.20202020202,36083600
Michigan,Utilities,2021,367,85000,92531.77111716621,33959160
Michigan,Utilities,2022,451,81000,93117.0731707317,41995800
Michigan,Wholesale Trade,2007,1302,38000,48137.3579109063,62674840
Michigan,Wholesale Trade,2008,1244,38450,49654.228295819936,61769860
Michigan,Wholesale Trade,2009,1060,37000,47983.03773584906,50862020
Michigan,Wholesale Trade,2010,1102,36050,47541.49727767695,52390730
Michigan,Wholesale Trade,2011,1004,37000,48590.318725099605,48784680
Michigan,Wholesale Trade,2012,980,38000,47610.45918367347,46658250
Michigan,Wholesale Trade,2013,967,40000,55128.562564632884,53309320
Michigan,Wholesale Trade,2014,996,40000,50975.913654618475,50772010
Michigan,Wholesale Trade,2015,1062,40000,53390.94161958569,56701180
Michigan,Wholesale Trade,2016,1057,40000,54091.154210028384,57174350
Michigan,Wholesale Trade,2017,1044,42000,56120.38314176245,58589680
Michigan,Wholesale Trade,2018,1040,45000,56682.6,58949904
Michigan,Wholesale Trade,2019,1048,47700,61535.49618320611,64489200
Michigan,Wholesale Trade,2020,937,50000,64819.861259338315,60736210
Michigan,Wholesale Trade,2021,878,50000,63161.65148063781,55455930
Michigan,Wholesale Trade,2022,834,52000,72395.07194244604,60377490
New York,Accommodation and Food Services,2007,4650,14000,20096.382795698926,93448180
New York,Accommodation and Food Services,2008,4634,14000,20564.587829089338,95296300
New York,Accommodation and Food Services,2009,4782,15000,21853.989962358846,104505780
New York,Accommodation and Food Services,2010,4867,15000,22053.38812410109,107333840
New York,Accommodation and Food Services,2011,5181,15000,21101.391623238756,109326310
New York,Accommodation and Food Services,2012,5314,15000,21766.007527286412,115664564
New York,Accommodation and Food Services,2013,5699,14900,21586.593086506404,123021994
New York,Accommodation and Food Services,2014,5551,15000,22576.056566384435,125319690
New York,Accommodation and Food Services,2015,5771,16000,23498.9152659851,135612240
New York,Accommodation and Food Services,2016,5780,17000,25080.91868512111,144967710
New York,Accommodation and Food Services,2017,5588,18000,25296.088045812456,141354540
New York,Accommodation and Food Services,2018,5751,20000,26664.380107807337,153346850
New York,Accommodation and Food Services,2019,5725,20000,27245.495196506552,155980460
New York,Accommodation and Food Services,2020,3968,20000,27183.66683467742,107864790
New York,Accommodation and Food Services,2021,4652,16000,23850.045141874463,110950410
New York,Accommodation and Food Services,2022,5283,20000,28618.68635245126,151192520
New York,Administrative and Support and Waste Management Services,2007,2751,23500,32764.514721919302,90135180
New York,Administrative and Support and Waste Management Services,2008,2930,25000,36307.474402730375,106380900
New York,Administrative and Support and Waste Management Services,2009,2717,26000,36349.34854619065,98761180
New York,Administrative and Support and Waste Management Services,2010,2786,24000,33662.73151471644,93784370
New York,Administrative and Support and Waste Management Services,2011,2958,24000,33666.04124408384,99584150
New York,Administrative and Support and Waste Management Services,2012,2991,25000,35320.043463724505,105642250
New York,Administrative and Support and Waste Management Services,2013,3171,25000,36534.3077893409,115850290
New York,Administrative and Support and Waste Management Services,2014,3107,25000,37288.0045059543,115853830
New York,Administrative and Support and Waste Management Services,2015,3087,25000,36493.284742468415,112654770
New York,Administrative and Support and Waste Management Services,2016,3065,26000,38909.553017944534,119257780
New York,Administrative and Support and Waste Management Services,2017,3179,30000,41086.95816294432,130615440
New York,Administrative and Support and Waste Management Services,2018,3091,29200,42930.65674538984,132698660
New York,Administrative and Support and Waste Management Services,2019,3186,31200,44778.68173258004,142664880
New York,Administrative and Support and Waste Management Services,2020,2406,31200,44949.5178719867,108148540
New York,Administrative and Support and Waste Management Services,2021,2895,30000,44641.765112262525,129237910
New York,Administrative and Support and Waste Management Services,2022,3156,35000,49910.54182509506,157517670
New York,"Agriculture, Forestry, Fishing, and Hunting",2007,811,5200,15831.77558569667,12839570
New York,"Agriculture, Forestry, Fishing, and Hunting",2008,719,7500,15599.819193324061,11216270
New York,"Agriculture, Forestry, Fishing, and Hunting",2009,741,8300,19110.242914979757,14160690
New York,"Agriculture, Forestry, Fishing, and Hunting",2010,742,9600,18284.016172506737,13566740
New York,"Agriculture, Forestry, Fishing, and Hunting",2011,715,10000,18475.58041958042,13210040
New York,"Agriculture, Forestry, Fishing, and Hunting",2012,692,12800,20017.962427745664,13852430
New York,"Agriculture, Forestry, Fishing, and Hunting",2013,735,12000,19743.75782312925,14511662
New York,"Agriculture, Forestry, Fishing, and Hunting",2014,706,10000,19191.657223796035,13549310
New York,"Agriculture, Forestry, Fishing, and Hunting",2015,721,10000,19224.757281553397,13861050
New York,"Agriculture, Forestry, Fishing, and Hunting",2016,761,14900,22348.791064388963,17007430
New York,"Agriculture, Forestry, Fishing, and Hunting",2017,715,16000,26099.062937062936,18660830
New York,"Agriculture, Forestry, Fishing, and Hunting",2018,684,14000,25896.052631578947,17712900
New York,"Agriculture, Forestry, Fishing, and Hunting",2019,696,12000,25416.30747126437,17689750
New York,"Agriculture, Forestry, Fishing, and Hunting",2020,521,20000,30593.857965451054,15939400
New York,"Agriculture, Forestry, Fishing, and Hunting",2021,722,21800,28833.42105263158,20817730
New York,"Agriculture, Forestry, Fishing, and Hunting",2022,760,16900,26461.86842105263,20111020
New York,"Arts, Entertainment, and Recreation",2007,1213,16000,26482.57213520198,32123360
New York,"Arts, Entertainment, and Recreation",2008,1294,16000,25015.989180834622,32370690
New York,"Arts, Entertainment, and Recreation",2009,1233,17000,25438.353609083537,31365490
New York,"Arts, Entertainment, and Recreation",2010,1193,18000,27325.892707460185,32599790
New York,"Arts, Entertainment, and Recreation",2011,1292,14750,25978.87770897833,33564710
New York,"Arts, Entertainment, and Recreation",2012,1256,15500,25784.904458598725,32385840
New York,"Arts, Entertainment, and Recreation",2013,1337,17800,28809.69334330591,38518560
New York,"Arts, Entertainment, and Recreation",2014,1407,18200,28429.879175550817,40000840
New York,"Arts, Entertainment, and Recreation",2015,1436,17000,25528.537604456826,36658980
New York,"Arts, Entertainment, and Recreation",2016,1382,20000,32794.92764109986,45322590
New York,"Arts, Entertainment, and Recreation",2017,1459,21000,33024.35229609322,48182530
New York,"Arts, Entertainment, and Recreation",2018,2410,21650,38629.46887966805,93097020
New York,"Arts, Entertainment, and Recreation",2019,2470,24000,41766.307692307695,103162780
New York,"Arts, Entertainment, and Recreation",2020,1626,25000,42844.31734317343,69664860
New York,"Arts, Entertainment, and Recreation",2021,1980,20000,40794.9595959596,80774020
New York,"Arts, Entertainment, and Recreation",2022,2340,24000,41201.97435897436,96412620
New York,Construction,2007,5081,32000,39942.05864987207,202945600
New York,Construction,2008,5090,35000,43076.60510805501,219259920
New York,Construction,2009,4779,35000,42101.370579619164,201202450
New York,Construction,2010,4586,35000,42076.26471870911,192961750
New York,Construction,2011,4662,35000,43329.882882882885,202003914
New York,Construction,2012,4804,35000,42732.32306411324,205286080
New York,Construction,2013,4734,35850,45398.52767215885,214916630
New York,Construction,2014,4775,36400,46968.22827225131,224273290
New York,Construction,2015,4868,39900,47165.72103533278,229602730
New York,Construction,2016,4859,40000,48917.7834945462,237691510
New York,Construction,2017,4957,40000,53378.95097841437,264599460
New York,Construction,2018,5106,42700,53199.392871132004,271636100
New York,Construction,2019,5272,45000,58094.903262518965,306276330
New York,Construction,2020,3967,45000,55232.03932442652,219105500
New York,Construction,2021,4830,45800,56016.8281573499,270561280
New York,Construction,2022,5313,47000,58471.30623000188,310658050
New York,Educational Services,2007,9925,38000,42786.991838790935,424660894
New York,Educational Services,2008,10779,39300,43938.348640875774,473611460
New York,Educational Services,2009,10531,40000,45896.14566517899,483332310
New York,Educational Services,2010,10536,41500,47408.0675778284,499491400
New York,Educational Services,2011,10728,40000,46153.34601043997,495133096
New York,Educational Services,2012,10741,40000,46748.349315706175,502124020
New York,Educational Services,2013,10938,40000,47599.47138416529,520643018
New York,Educational Services,2014,11082,43000,49704.90886121639,550829800
New York,Educational Services,2015,11188,44150,50684.207543796925,567054914
New York,Educational Services,2016,11032,45000,51481.8636693256,567947920
New York,Educational Services,2017,11493,46000,52866.811972505006,607598270
New York,Educational Services,2018,11828,47000,54123.336151504904,640170820
New York,Educational Services,2019,12228,48000,56027.166339548574,685100190
New York,Educational Services,2020,9846,50000,58566.605728214505,576646800
New York,Educational Services,2021,11915,52000,60257.89592950063,717972830
